CoflowId,ArrivalTime,FlowNum,MapperId,ReducerId,PacketArrival,PacketSize,PacketMean,PacketVariance,Src,Dst
323,1698532,35,123,4,1600514588.281914,927,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
323,1698532,35,123,12,1600514589.355664,935,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
324,1699843,19,84,36,1600514590.72404,738,742,738276331,00:00:00:00:00:06,00:00:00:00:00:0d
323,1698532,35,123,36,1600514591.351066,934,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
323,1698532,35,123,44,1600514592.138967,938,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
324,1699843,19,84,36,1600514593.630782,752,742,738276331,00:00:00:00:00:06,00:00:00:00:00:0d
323,1698532,35,123,108,1600514594.043868,935,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
323,1698532,35,123,4,1600514595.533225,954,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
324,1699843,19,84,36,1600514596.548093,751,742,738276331,00:00:00:00:00:06,00:00:00:00:00:0d
323,1698532,35,123,12,1600514596.988056,929,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
326,1708757,36,70,4,1600514598.179972,878,876,180123081,00:00:00:00:00:08,00:00:00:00:00:0d
324,1699843,19,84,36,1600514599.421795,741,742,738276331,00:00:00:00:00:06,00:00:00:00:00:0d
323,1698532,35,123,36,1600514599.695178,930,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
323,1698532,35,123,44,1600514600.84858,937,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
324,1699843,19,84,36,1600514602.374966,744,742,738276331,00:00:00:00:00:06,00:00:00:00:00:0d
326,1708757,36,70,60,1600514603.118806,875,876,180123081,00:00:00:00:00:08,00:00:00:00:00:0d
323,1698532,35,123,108,1600514603.344319,918,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
326,1708757,36,70,68,1600514604.474956,873,876,180123081,00:00:00:00:00:08,00:00:00:00:00:0d
323,1698532,35,123,4,1600514604.833216,941,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
324,1699843,19,84,36,1600514605.326842,737,742,738276331,00:00:00:00:00:06,00:00:00:00:00:0d
326,1708757,36,70,4,1600514605.706826,877,876,180123081,00:00:00:00:00:08,00:00:00:00:00:0d
323,1698532,35,123,12,1600514606.115337,926,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
324,1699843,19,84,36,1600514608.308168,740,742,738276331,00:00:00:00:00:06,00:00:00:00:00:0d
323,1698532,35,123,36,1600514608.888047,920,932,846231092,00:00:00:00:00:05,00:00:00:00:00:0d
