CoflowId,ArrivalTime,FlowNum,MapperId,ReducerId,PacketArrival,PacketSize,PacketMean,PacketVariance,Src,Dst
201,928072,450,25,52,1597550497.678317,406,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
201,928072,450,12,52,1597550497.694398,414,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,7,52,1597550497.709836,405,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,29,52,1597550497.726426,405,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,3,52,1597550497.774382,418,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,40,52,1597550497.80366,397,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,22,52,1597550497.809601,405,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,10,52,1597550497.814359,397,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,29,148,1597550499.372632,399,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,40,148,1597550499.42089,395,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,12,148,1597550499.510876,399,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,25,148,1597550499.549391,402,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
201,928072,450,3,148,1597550499.574144,409,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,22,148,1597550499.62222,415,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,10,148,1597550499.714836,400,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,7,148,1597550499.725259,412,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,40,52,1597550500.355805,406,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,29,52,1597550500.363927,407,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,12,52,1597550500.79733,404,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,3,52,1597550500.963008,397,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,7,52,1597550501.019466,413,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,10,52,1597550501.02515,411,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,22,52,1597550501.04285,400,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,25,52,1597550501.132324,397,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
201,928072,450,29,148,1597550501.827015,404,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,40,148,1597550502.135238,393,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,12,148,1597550502.740563,407,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,109,52,1597550502.853666,407,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,3,148,1597550502.860922,410,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,88,52,1597550503.45676,405,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,25,148,1597550503.529534,406,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
201,928072,450,10,148,1597550503.593124,405,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,7,148,1597550503.708778,404,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,36,52,1597550503.88552,403,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,22,148,1597550503.952761,415,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,3,52,1597550504.087998,399,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,109,148,1597550504.273959,405,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,130,52,1597550504.854913,412,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,25,52,1597550505.195516,398,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
201,928072,450,29,52,1597550505.268821,396,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,7,52,1597550505.528288,415,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,88,148,1597550505.712237,407,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,3,148,1597550506.056628,411,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,36,148,1597550506.103904,407,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,54,52,1597550506.167363,411,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,29,148,1597550506.607777,405,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,40,52,1597550507.086571,406,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,130,148,1597550507.349402,392,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,12,52,1597550507.54939,410,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,11,52,1597550507.622151,405,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,109,52,1597550507.626886,413,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,7,148,1597550508.344121,416,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,25,148,1597550508.597367,396,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
201,928072,450,109,148,1597550509.138987,404,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,10,52,1597550509.192602,402,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,7,52,1597550510.043481,411,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,141,52,1597550510.087926,408,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,40,148,1597550510.274034,401,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,12,148,1597550510.411616,405,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
201,928072,450,11,148,1597550510.522462,406,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,54,148,1597550510.837528,399,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,65,52,1597550511.388892,414,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
207,942790,20727,5,4,1597550511.607635,974,977,477605194,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,141,148,1597550512.115626,401,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,10,148,1597550512.32948,404,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,88,52,1597550512.376799,397,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
207,942790,20727,4,4,1597550512.424622,982,977,477605194,00:00:00:00:00:06,00:00:00:00:00:0d
207,942790,20727,3,4,1597550512.452763,970,977,477605194,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,3,52,1597550512.578204,407,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
207,942790,20727,7,4,1597550512.748547,971,977,477605194,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,36,52,1597550512.772734,415,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
207,942790,20727,1,4,1597550512.913992,977,977,477605194,00:00:00:00:00:03,00:00:00:00:00:0d
207,942790,20727,0,4,1597550513.10033,977,977,477605194,00:00:00:00:00:02,00:00:00:00:00:0d
207,942790,20727,2,4,1597550513.324235,981,977,477605194,00:00:00:00:00:04,00:00:00:00:00:0d
207,942790,20727,5,12,1597550513.475016,975,977,477605194,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,29,52,1597550513.505318,407,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,7,148,1597550513.63515,402,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,126,52,1597550513.771804,403,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
207,942790,20727,6,4,1597550514.336613,979,977,477605194,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,130,52,1597550514.744655,407,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
207,942790,20727,5,20,1597550515.484065,979,977,477605194,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,65,148,1597550515.767323,404,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
207,942790,20727,3,12,1597550515.794662,982,977,477605194,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,29,148,1597550516.107043,408,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,3,148,1597550516.123256,405,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
201,928072,450,15,52,1597550516.141433,400,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,88,148,1597550516.519136,409,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
207,942790,20727,7,12,1597550516.551229,976,977,477605194,00:00:00:00:00:01,00:00:00:00:00:0d
207,942790,20727,2,12,1597550516.733922,975,977,477605194,00:00:00:00:00:04,00:00:00:00:00:0d
207,942790,20727,0,12,1597550516.955347,978,977,477605194,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,36,148,1597550517.142435,416,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
207,942790,20727,1,12,1597550517.314329,977,977,477605194,00:00:00:00:00:03,00:00:00:00:00:0d
207,942790,20727,4,12,1597550517.356879,972,977,477605194,00:00:00:00:00:06,00:00:00:00:00:0d
207,942790,20727,5,28,1597550517.538139,978,977,477605194,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,109,52,1597550517.538408,413,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,130,148,1597550518.216339,403,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,11,52,1597550518.62335,413,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,135,60,1597550518.72434,225,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,75,60,1597550518.916874,226,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,22,60,1597550518.998156,225,227,135318948,00:00:00:00:00:08,00:00:00:00:00:0d
209,949592,21168,5,4,1597550519.126987,172,173,734593044,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,25,52,1597550519.164685,408,407,652894181,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,24,60,1597550519.174729,227,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
210,950200,7,135,60,1597550519.224043,227,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
201,928072,450,126,148,1597550519.247153,414,407,652894181,00:00:00:00:00:08,00:00:00:00:00:0d
210,950200,7,75,60,1597550519.26597,223,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,41,60,1597550519.299345,228,227,135318948,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,22,60,1597550519.43512,227,227,135318948,00:00:00:00:00:08,00:00:00:00:00:0d
210,950200,7,135,60,1597550519.635215,225,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,75,60,1597550519.649858,227,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,41,60,1597550519.724885,227,227,135318948,00:00:00:00:00:03,00:00:00:00:00:0d
207,942790,20727,6,12,1597550519.740572,960,977,477605194,00:00:00:00:00:08,00:00:00:00:00:0d
210,950200,7,24,60,1597550519.740641,226,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
207,942790,20727,3,20,1597550519.779538,974,977,477605194,00:00:00:00:00:05,00:00:00:00:00:0d
209,949592,21168,2,4,1597550519.784742,172,173,734593044,00:00:00:00:00:04,00:00:00:00:00:0d
201,928072,450,96,52,1597550519.868548,404,407,652894181,00:00:00:00:00:02,00:00:00:00:00:0d
210,950200,7,22,60,1597550519.989104,227,227,135318948,00:00:00:00:00:08,00:00:00:00:00:0d
209,949592,21168,3,4,1597550519.989957,172,173,734593044,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,75,60,1597550520.141486,228,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
209,949592,21168,4,4,1597550520.163761,171,173,734593044,00:00:00:00:00:06,00:00:00:00:00:0d
210,950200,7,135,60,1597550520.207971,229,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,41,60,1597550520.262894,227,227,135318948,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,24,60,1597550520.337844,225,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
207,942790,20727,5,36,1597550520.391512,978,977,477605194,00:00:00:00:00:07,00:00:00:00:00:0d
207,942790,20727,2,20,1597550520.434732,982,977,477605194,00:00:00:00:00:04,00:00:00:00:00:0d
209,949592,21168,7,4,1597550520.502246,178,173,734593044,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,22,60,1597550520.611769,228,227,135318948,00:00:00:00:00:08,00:00:00:00:00:0d
201,928072,450,60,52,1597550520.658982,416,407,652894181,00:00:00:00:00:06,00:00:00:00:00:0d
210,950200,7,75,60,1597550520.679253,225,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
209,949592,21168,0,4,1597550520.793983,168,173,734593044,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,109,148,1597550520.817008,409,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
201,928072,450,10,52,1597550520.890258,409,407,652894181,00:00:00:00:00:04,00:00:00:00:00:0d
210,950200,7,24,60,1597550520.926462,228,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
209,949592,21168,6,4,1597550520.983056,173,173,734593044,00:00:00:00:00:08,00:00:00:00:00:0d
210,950200,7,135,60,1597550521.040478,226,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,75,60,1597550521.227407,225,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
209,949592,21168,1,4,1597550521.227487,175,173,734593044,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,41,60,1597550521.305362,226,227,135318948,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,22,60,1597550521.389657,224,227,135318948,00:00:00:00:00:08,00:00:00:00:00:0d
210,950200,7,24,60,1597550521.397032,228,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,15,148,1597550521.442587,401,407,652894181,00:00:00:00:00:01,00:00:00:00:00:0d
209,949592,21168,5,12,1597550521.574563,173,173,734593044,00:00:00:00:00:07,00:00:00:00:00:0d
207,942790,20727,4,20,1597550521.586648,975,977,477605194,00:00:00:00:00:06,00:00:00:00:00:0d
210,950200,7,135,60,1597550521.665105,226,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,24,60,1597550521.83378,228,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
210,950200,7,75,60,1597550521.862695,230,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,135,60,1597550521.975572,226,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,41,60,1597550522.04203,228,227,135318948,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,22,60,1597550522.053384,225,227,135318948,00:00:00:00:00:08,00:00:00:00:00:0d
207,942790,20727,0,20,1597550522.063756,978,977,477605194,00:00:00:00:00:02,00:00:00:00:00:0d
207,942790,20727,7,20,1597550522.347167,974,977,477605194,00:00:00:00:00:01,00:00:00:00:00:0d
210,950200,7,75,60,1597550522.367745,227,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
207,942790,20727,1,20,1597550522.398029,974,977,477605194,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,41,60,1597550522.399737,228,227,135318948,00:00:00:00:00:03,00:00:00:00:00:0d
210,950200,7,24,60,1597550522.424825,225,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
201,928072,450,141,52,1597550522.435915,409,407,652894181,00:00:00:00:00:07,00:00:00:00:00:0d
210,950200,7,22,60,1597550522.553619,226,227,135318948,00:00:00:00:00:08,00:00:00:00:00:0d
210,950200,7,135,60,1597550522.570254,228,227,135318948,00:00:00:00:00:01,00:00:00:00:00:0d
209,949592,21168,2,12,1597550522.871142,164,173,734593044,00:00:00:00:00:04,00:00:00:00:00:0d
207,942790,20727,5,44,1597550522.969779,968,977,477605194,00:00:00:00:00:07,00:00:00:00:00:0d
210,950200,7,41,60,1597550522.987501,228,227,135318948,00:00:00:00:00:03,00:00:00:00:00:0d
201,928072,450,11,148,1597550523.048905,408,407,652894181,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,75,60,1597550523.052031,226,227,135318948,00:00:00:00:00:05,00:00:00:00:00:0d
210,950200,7,24,60,1597550523.07327,225,227,135318948,00:00:00:00:00:02,00:00:00:00:00:0d
