CoflowId,ArrivalTime,FlowNum,MapperId,ReducerId,PacketArrival,PacketSize,PacketMean,PacketVariance,Src,Dst
511,3409547,3051,4,16,1604578239.99165,623,635,841178194,00:00:00:00:00:06,00:00:00:00:00:09
511,3409547,3051,0,16,1604578240.023562,634,635,841178194,00:00:00:00:00:02,00:00:00:00:00:09
511,3409547,3051,6,16,1604578240.047544,637,635,841178194,00:00:00:00:00:08,00:00:00:00:00:09
511,3409547,3051,5,16,1604578240.059529,644,635,841178194,00:00:00:00:00:07,00:00:00:00:00:09
511,3409547,3051,1,16,1604578240.067616,642,635,841178194,00:00:00:00:00:03,00:00:00:00:00:09
511,3409547,3051,7,16,1604578240.075611,642,635,841178194,00:00:00:00:00:01,00:00:00:00:00:09
511,3409547,3051,3,16,1604578240.079529,644,635,841178194,00:00:00:00:00:05,00:00:00:00:00:09
511,3409547,3051,2,16,1604578240.099871,631,635,841178194,00:00:00:00:00:04,00:00:00:00:00:09
511,3409547,3051,4,24,1604578240.495935,641,635,841178194,00:00:00:00:00:06,00:00:00:00:00:09
511,3409547,3051,0,24,1604578240.511996,639,635,841178194,00:00:00:00:00:02,00:00:00:00:00:09
511,3409547,3051,3,24,1604578240.527923,637,635,841178194,00:00:00:00:00:05,00:00:00:00:00:09
511,3409547,3051,7,24,1604578240.528558,625,635,841178194,00:00:00:00:00:01,00:00:00:00:00:09
511,3409547,3051,1,24,1604578240.543905,635,635,841178194,00:00:00:00:00:03,00:00:00:00:00:09
511,3409547,3051,6,24,1604578240.567978,640,635,841178194,00:00:00:00:00:08,00:00:00:00:00:09
511,3409547,3051,5,24,1604578240.571944,641,635,841178194,00:00:00:00:00:07,00:00:00:00:00:09
511,3409547,3051,2,24,1604578240.57593,614,635,841178194,00:00:00:00:00:04,00:00:00:00:00:09
511,3409547,3051,7,48,1604578240.980244,632,635,841178194,00:00:00:00:00:01,00:00:00:00:00:09
511,3409547,3051,4,48,1604578241.00024,626,635,841178194,00:00:00:00:00:06,00:00:00:00:00:09
511,3409547,3051,0,48,1604578241.015798,633,635,841178194,00:00:00:00:00:02,00:00:00:00:00:09
511,3409547,3051,1,48,1604578241.035779,642,635,841178194,00:00:00:00:00:03,00:00:00:00:00:09
511,3409547,3051,5,48,1604578241.04774,628,635,841178194,00:00:00:00:00:07,00:00:00:00:00:09
511,3409547,3051,3,48,1604578241.055881,638,635,841178194,00:00:00:00:00:05,00:00:00:00:00:09
511,3409547,3051,6,48,1604578241.063786,643,635,841178194,00:00:00:00:00:08,00:00:00:00:00:09
511,3409547,3051,2,48,1604578241.079764,625,635,841178194,00:00:00:00:00:04,00:00:00:00:00:09
511,3409547,3051,7,56,1604578241.260408,626,635,841178194,00:00:00:00:00:01,00:00:00:00:00:09
511,3409547,3051,4,56,1604578241.300188,638,635,841178194,00:00:00:00:00:06,00:00:00:00:00:09
511,3409547,3051,0,56,1604578241.327954,629,635,841178194,00:00:00:00:00:02,00:00:00:00:00:09
