CoflowId,ArrivalTime,FlowNum,MapperId,ReducerId,PacketArrival,PacketSize,PacketMean,PacketVariance,Src,Dst
393,2226212,36,2,7,1602567583.150093,481,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
393,2226212,36,2,23,1602567584.175506,479,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
393,2226212,36,2,71,1602567586.647033,477,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,7,1602567587.129771,652,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
393,2226212,36,2,7,1602567589.00687,482,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
393,2226212,36,2,23,1602567589.946808,488,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,47,1602567590.262749,654,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
394,2230758,32,22,55,1602567590.558391,660,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
394,2230758,32,22,71,1602567591.147891,649,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
394,2230758,32,22,79,1602567591.429305,652,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
393,2226212,36,2,71,1602567592.226911,475,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,7,1602567592.363131,650,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
393,2226212,36,2,7,1602567594.466947,488,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,47,1602567595.110851,654,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
393,2226212,36,2,23,1602567595.420369,476,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,55,1602567595.426854,653,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
394,2230758,32,22,71,1602567596.039531,651,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
394,2230758,32,22,79,1602567596.320031,664,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
394,2230758,32,22,7,1602567597.20278,654,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
393,2226212,36,2,71,1602567597.752213,484,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,47,1602567600.113681,656,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
393,2226212,36,2,7,1602567600.171463,483,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,55,1602567600.404234,655,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567600.626057,680,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567600.811721,668,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567600.998937,687,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,71,1602567601.054874,657,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
393,2226212,36,2,23,1602567601.09444,485,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
395,2244867,1,56,23,1602567601.206887,694,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,79,1602567601.405634,644,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567601.460715,692,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567601.638313,688,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567601.849022,677,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567601.996653,691,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567602.176953,675,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,7,1602567602.331657,655,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567602.378977,668,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567602.611677,681,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567602.851813,671,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567603.016559,676,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567603.198911,685,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
393,2226212,36,2,71,1602567603.402944,493,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
395,2244867,1,56,23,1602567603.414905,672,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567603.635171,673,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567603.806881,684,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567603.990841,693,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567604.218845,676,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567604.401793,703,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567604.552585,672,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567604.73485,683,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567604.93475,682,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567605.147582,680,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,47,1602567605.151224,653,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567605.334809,679,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,55,1602567605.455588,642,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567605.530782,687,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567605.753451,682,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
393,2226212,36,2,7,1602567605.818915,481,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
395,2244867,1,56,23,1602567605.956417,689,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,71,1602567606.122844,656,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567606.161074,688,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567606.326867,672,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,79,1602567606.432311,652,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567606.534905,675,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567606.756464,682,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
393,2226212,36,2,23,1602567606.814734,475,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
395,2244867,1,56,23,1602567606.931515,677,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567607.122707,673,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567607.389838,659,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,7,1602567607.43885,653,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567607.542736,693,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567607.763285,685,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567607.963765,677,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567608.165288,677,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567608.366955,679,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567608.59674,681,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567608.793089,683,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567608.990986,671,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567609.243173,702,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
393,2226212,36,2,71,1602567609.273327,488,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
395,2244867,1,56,23,1602567609.470885,677,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567609.6748,680,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567609.883497,678,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567610.082826,684,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567610.270854,678,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,47,1602567610.311482,655,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567610.447878,672,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,55,1602567610.606722,657,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567610.699151,669,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567610.875543,696,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567611.102917,691,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,71,1602567611.254892,657,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567611.302974,675,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
393,2226212,36,2,7,1602567611.502916,478,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
395,2244867,1,56,23,1602567611.510897,687,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
394,2230758,32,22,79,1602567611.562897,656,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567611.746829,685,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567611.970783,675,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567612.154828,683,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567612.387432,679,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
393,2226212,36,2,23,1602567612.457166,490,482,647184314,00:00:00:00:00:04,00:00:00:00:00:10
394,2230758,32,22,7,1602567612.578781,648,654,455785804,00:00:00:00:00:08,00:00:00:00:00:10
395,2244867,1,56,23,1602567612.611156,677,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
395,2244867,1,56,23,1602567612.831667,686,681,909050540,00:00:00:00:00:02,00:00:00:00:00:10
