CoflowId,ArrivalTime,FlowNum,MapperId,ReducerId,PacketArrival,PacketSize,PacketMean,PacketVariance,Src,Dst
173,739014,1,16,17,1597301278.757822,448,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301278.963846,444,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301279.270502,438,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301279.43497,450,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301279.787,451,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301280.105444,437,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301280.295001,448,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301280.489768,453,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301280.727265,444,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301280.999932,454,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301281.195836,433,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301281.532487,429,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301281.707464,452,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301281.997092,448,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301282.286429,441,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301282.640438,447,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301282.864883,456,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301283.240667,454,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301283.47092,443,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301283.709758,431,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301283.995917,453,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301284.442936,440,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301284.851141,450,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301285.300927,451,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301285.479951,446,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301285.698275,458,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301286.023964,456,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301286.281359,449,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301286.680461,447,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301286.965484,453,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301287.468089,435,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301287.822809,444,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301288.274937,439,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301288.468375,433,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301288.747833,450,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301289.184014,451,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301289.725996,447,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301290.078482,445,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301290.440585,440,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301290.770803,446,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301291.20647,446,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301291.557049,444,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301291.847561,437,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301292.330319,441,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301292.535605,453,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301292.987579,449,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301293.253851,439,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301293.431895,447,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301293.772806,441,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301294.23525,450,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301294.648155,444,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301294.923527,441,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301295.356829,425,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301295.629995,443,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301295.9898,446,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301296.378813,447,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301296.687183,447,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301297.131891,436,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301297.510776,433,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301297.884031,450,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301298.226082,440,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301298.482292,451,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301298.760142,443,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301299.112799,450,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301299.449163,436,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301299.781477,442,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301300.09918,441,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301300.519101,451,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301300.82815,461,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301301.129616,444,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301301.535135,446,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301301.886854,446,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301302.194036,437,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301302.363311,452,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301302.715142,443,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301303.171296,438,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
173,739014,1,16,17,1597301303.565173,437,447,685880598,00:00:00:00:00:02,00:00:00:00:00:0a
